,geometry,address
950,POINT (-107.010816 37.2695661),"Pagosa Springs, Archuleta County, Colorado, 81157, United States"
951,POINT EMPTY,
952,POINT (37.762762 6.864163),"ሶዶ / Sodo, Wolayita, የደቡብ ብሔር ብሔረሰቦችና ሕዝቦች ክልል / Southern Nations, Nationalities, and Peoples' Region, ኢትዮጵያ"
953,POINT EMPTY,
954,POINT EMPTY,
955,POINT (-76.610759 39.2908816),"Baltimore, Maryland, United States"
956,POINT EMPTY,
957,POINT (-71.060511 42.3554334),"Boston, Suffolk County, Massachusetts, United States"
958,POINT EMPTY,
959,POINT EMPTY,
960,POINT EMPTY,
961,POINT EMPTY,
962,POINT (-162.3184061 55.0609607),"King Cove, Aleutians East, Alaska, 99612, United States"
963,POINT EMPTY,
964,POINT (-93.0860209 31.7606732),"Natchitoches, Natchitoches Parish, Louisiana, 71457, United States"
965,POINT (-93.9293655 36.4250721),"Rich Mountain, Benton County, Arkansas, 72732, United States"
966,POINT (-55.960461 -4.292912),"Miritituba, Itaituba, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, Região Norte, 68180-020, Brasil"
967,POINT (154.014726 63.5515028),"Магаданская область, Дальневосточный федеральный округ, Россия"
968,POINT EMPTY,
969,POINT (-43.127220112581526 -22.81690235),"Baía de Guanabara, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
970,POINT EMPTY,
971,POINT EMPTY,
972,POINT EMPTY,
973,POINT EMPTY,
974,POINT EMPTY,
975,POINT EMPTY,
976,POINT (31.009909 -29.861825),"Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4057, South Africa"
977,POINT (-78.9219698 40.3267407),"Johnstown, Cambria County, Pennsylvania, United States"
978,POINT (-67.9093054 -16.3111834),"Unduavi, Municipio Coroico, Provincia Nor Yungas, La Paz, Bolivia"
979,POINT (22.7185112 48.4421438),"Мукачево, Мукачівська міська громада, Мукачівський район, Закарпатська область, Україна"
980,POINT EMPTY,
981,POINT EMPTY,
982,POINT (-170.7048298 -14.2754786),"Pago Pago, Maʻopūtasi County, Eastern District, American Samoa, United States"
983,POINT (-166.2296420354728 23.80569015),"Near Island, Honolulu County, Hawaii, United States"
984,POINT EMPTY,
985,POINT (-115.7672772 49.5107477),"Cranbrook, Regional District of East Kootenay, British Columbia, Canada"
986,POINT (-79.6198732 39.8445959),"Chalkhill, Wharton Township, Fayette County, Pennsylvania, 15421, United States"
987,POINT (-120.139071 34.595887),"Solvang, Santa Barbara County, California, United States"
988,POINT EMPTY,
989,POINT EMPTY,
990,POINT (-71.01364006269452 42.36317665),"Logan International Airport, 1, Harborside Drive, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States"
991,POINT (28.6507598 44.1767161),"Constanța, Zona Metropolitană Constanța, Constanța, România"
992,POINT EMPTY,
993,POINT EMPTY,
994,POINT EMPTY,
995,POINT (-72.880278 10.690556),"Cerro El Tablazo, San Juan del Cesar, La Guajira, Colombia"
996,POINT (-71.4128343 41.8239891),"Providence, Providence County, Rhode Island, United States"
997,POINT (27.8517589 71.0389923),"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge"
998,POINT EMPTY,
999,POINT (-81.8778582 28.810823),"Leesburg, Lake County, Florida, 34762, United States"
1000,POINT (105.18205915548504 -5.24672045),"Bandar Udara Radin Inten II, Jalan Lumayan, Lampung Selatan, Lampung, Indonesia"
1001,POINT EMPTY,
1002,POINT EMPTY,
1003,POINT EMPTY,
1004,POINT EMPTY,
1005,POINT (102.06908954680432 9.8762687),Gulf of Thailand
1006,POINT (-91.6398575 35.270085),"Judsonia, White County, Arkansas, United States"
1007,POINT (-53.2 -10.3333333),Brasil
1008,POINT EMPTY,
1009,POINT EMPTY,
1010,POINT EMPTY,
1011,POINT (-48.6880522 -21.7373768),"Tabatinga, Região Imediata de Araraquara, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 14910-000, Brasil"
1012,POINT (72.878176 19.0785451),"Mumbai, Mumbai Suburban, Maharashtra, India"
1013,POINT (108.0760925 -7.2561523),"Gunung Galunggung, Linggajati, Tasikmalaya, Jawa Barat, Indonesia"
1014,POINT EMPTY,
1015,POINT EMPTY,
1016,POINT EMPTY,
1017,POINT (114.1932373 4.5845101),"Kuala Belait, Mukim Kuala Belait, Belait, Brunei"
1018,POINT (127.2716246 53.7403584),"Зея, городской округ Зея, Амурская область, Дальневосточный федеральный округ, Россия"
1019,POINT EMPTY,
1020,POINT EMPTY,
1021,POINT EMPTY,
1022,POINT (109.0311228 53.4107168),"Усть-Баргузин, городское поселение Усть-Баргузин, Баргузинский район, Бурятия, Дальневосточный федеральный округ, Россия"
1023,POINT (-1.3863515 52.6600671),"Nailstone, Hinckley and Bosworth, Leicestershire, England, CV13 0QB, United Kingdom"
1024,POINT (44.5145375 40.1788672),"Միջին արևելքի թանգարան, Արամի փողոց, Կենտրոն, Երևան, 0010, Հայաստան"
1025,POINT (46.4416422 -18.9249604),Madagasikara / Madagascar
1026,POINT (-70.2054609 1.5370737),"Caruru, Mitú, Vaupés, Colombia"
1027,POINT (-106.0000001 28.5000001),"Chihuahua, México"
1028,POINT EMPTY,
1029,POINT EMPTY,
1030,POINT (-64.3923539 -32.5676652),"Colombia, Elena, Municipio de Elena, Pedanía Las Peñas, Departamento Río Cuarto, Córdoba, X5800, Argentina"
1031,POINT (-73.1176532 5.7812701),"Paipa, Tundama, Boyacá, Colombia"
1032,POINT EMPTY,
1033,POINT (35.376691 52.3287909),"Почта России, улица Мира, городской округ Железногорск, Железногорск, Курская область, Центральный федеральный округ, 307177, Россия"
1034,POINT (-115.05680757664634 36.2448129),"Nellis Air Force Base, Clark County, Nevada, 89115, United States"
1035,POINT EMPTY,
1036,POINT (-106.325138 42.8501191),"Casper, Natrona County, Wyoming, United States"
1037,POINT (4.525592262905145 51.66277225),"Moerdijk, Noord-Brabant, Nederland"
1038,POINT (12.1692134 47.582996),"Stadt Kufstein, Bezirk Kufstein, Tirol, 6330, Österreich"
1039,POINT (-64.91889970060265 18.34290815),"Saint Thomas, Charlotte Amalie, Saint Thomas - Saint John District, United States Virgin Islands, United States"
1040,POINT (10.4215565 5.4758083),"Bafoussam, Bafoussam I, Mifi, Ouest, Cameroun"
1041,POINT EMPTY,
1042,POINT (88.200517 69.3498394),"Норильск, городской округ Норильск, Красноярский край, Сибирский федеральный округ, Россия"
1043,POINT (87.281617 26.4623007),"बिराटनगर, Biratnagar, मोरङ, Province #1, 56613, नेपाल"
1044,POINT (-60.97792414113452 13.90904385),"Saint Lucia, Castries, Saint Lucia"
1045,POINT EMPTY,
1046,POINT (-90.2417806 29.9942265),"Kenner, Jefferson Parish, Louisiana, United States"
1047,POINT (121.0002644 6.0536561),"Jolo, Sulu, Bangsamoro, 7400, Philippines"
1048,POINT EMPTY,
1049,POINT EMPTY,
1050,POINT EMPTY,
1051,POINT (110.1750728 25.238704),"桂林市, 广西壮族自治区, 中国"
1052,POINT EMPTY,
1053,POINT EMPTY,
1054,POINT (-50.4390225 -21.207992),"Araçatuba, Região Imediata de Araçatuba, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, Brasil"
1055,POINT EMPTY,
1056,POINT (-89.3820321 38.0803286),"Pinckneyville, Perry County, Illinois, 62274, United States"
1057,POINT (-74.8851959 40.1701367),"Middletown Township, Bucks County, Pennsylvania, United States"
1058,POINT (13.4897509 -14.9195617),"Lubango, Huíla, Angola"
1059,POINT EMPTY,
1060,POINT (-3.5740806206811313 40.4948384),"Aeropuerto Adolfo Suárez Madrid-Barajas, Barajas, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28042, España"
1061,POINT EMPTY,
1062,POINT EMPTY,
1063,POINT (45.767242 64.902481),"Лешуконское, Лешуконское сельское поселение, Лешуконский муниципальный округ, Архангельская область, Северо-Западный федеральный округ, 164670, Россия"
1064,POINT (76.673714 61.945927),"Новоаганск, городское поселение Новоаганск, Нижневартовский район, Ханты-Мансийский автономный округ — Югра, Уральский федеральный округ, 628647, Россия"
1065,POINT (53.2094166 56.866557),"городской округ Ижевск, Удмуртия, Приволжский федеральный округ, Россия"
1066,POINT (-87.4139119 39.4667025),"Terre Haute, Vigo County, Indiana, United States"
1067,POINT EMPTY,
1068,POINT EMPTY,
1069,POINT (-66.7474736 -14.8582125),"San Borja, General José Ballivián Segurola, Beni, Bolivia"
1070,POINT EMPTY,
1071,POINT EMPTY,
1072,POINT EMPTY,
1073,POINT (-47.478115 -5.5269279),"Imperatriz, Região Geográfica Imediata de Imperatriz, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, Brasil"
1074,POINT EMPTY,
1075,POINT EMPTY,
1076,POINT EMPTY,
1077,POINT (-118.6228656 34.4888822),"Castaic, Los Angeles County, California, 91384, United States"
1078,POINT (-78.878292 35.0525759),"Fayetteville, Cumberland County, North Carolina, United States"
1079,POINT (93.973654 21.371757),"မင်းတပ်, မင်းတပ်ခရိုင်, ချင်းပြည်နယ်, မြန်မာ"
1080,POINT EMPTY,
1081,POINT EMPTY,
1082,POINT EMPTY,
1083,POINT (6.129799 49.6112768),"Luxembourg, Canton Luxembourg, Lëtzebuerg"
1084,POINT (120.5989918 16.4092125),"G&G Taiwan Famous Fried Chicken, SM City Baguio RDU Deliveries, SM City Baguio, Session Road Area, Baguio, Cordillera Administrative Region, 2600, Philippines"
1085,POINT (13.4897509 -14.9195617),"Lubango, Huíla, Angola"
1086,POINT (-73.84979608261497 4.33002875),"Quetame, Oriente, Cundinamarca, Colombia"
1087,POINT (-71.2520253 -29.902631),"La Serena, Provincia de Elqui, Región de Coquimbo, Chile"
1088,POINT EMPTY,
1089,POINT (39.7096061 47.2216548),"Ростов-на-Дону, городской округ Ростов-на-Дону, Ростовская область, Южный федеральный округ, Россия"
1090,POINT (-94.2008288 46.3580221),"Brainerd, Crow Wing County, Minnesota, 56401, United States"
1091,POINT EMPTY,
1092,POINT (-12.0118889 11.7614835),"Labé, Guinée"
1093,POINT (-69.3222293 10.0774374),"Barquisimeto, Parroquia Concepción, Municipio Iribarren, Lara, 3001, Venezuela"
1094,POINT (-160.0113003 66.6023978),"Selawik, Northwest Arctic, Alaska, 99770, United States"
1095,POINT EMPTY,
1096,POINT (132.2191163 34.1664995),"岩国市, 山口県, 日本"
1097,POINT EMPTY,
1098,POINT EMPTY,
1099,POINT (61.256271 54.675396),"Ключи, Еманжелинский район, Челябинская область, Уральский федеральный округ, 456596, Россия"
1100,POINT (110.8339058 -6.8447008),"Tanjung Karang, Kudus, Jawa Tengah, 59343, Indonesia"
1101,POINT EMPTY,
1102,POINT EMPTY,
1103,POINT (-159.55876775017003 22.050466550000003),"Kauaʻi, Kauaʻi County, Hawaii, United States"
1104,POINT EMPTY,
1105,POINT (-57.3279806 -34.8629805),"Río de la Plata, Buenos Aires, Argentina"
1106,POINT EMPTY,
1107,POINT (134.635071 67.654907),"Батагай, городское поселение Батагай, Верхоянский улус, Республика Саха (Якутия), Дальневосточный федеральный округ, Россия"
1108,POINT (-146.8563082 70.1831824),"Bullen Point, North Slope, Alaska, United States"
1109,POINT EMPTY,
1110,POINT EMPTY,
1111,POINT EMPTY,
1112,POINT (-80.3445341 39.2806451),"Clarksburg, Harrison County, West Virginia, United States"
1113,POINT EMPTY,
1114,POINT EMPTY,
1115,POINT (-89.0928155 30.3674198),"Gulfport, Harrison County, Mississippi, United States"
1116,POINT EMPTY,
1117,POINT (116.3912757 39.906217),"北京市, 东城区, 100010, 中国"
1118,POINT EMPTY,
1119,POINT EMPTY,
1120,POINT EMPTY,
1121,POINT (-87.8434302 41.9827509),"Chicago MEPS Station, 8700, West Bryn Mawr Avenue, O'Hare, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States"
1122,POINT (-2.011595847987405 31.385726),"Béchar ⴱⵛⴰⵔ بشار, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
1123,POINT (-69.1285519 44.0968828),"Rockland, Knox County, Maine, 04841, United States"
1124,POINT EMPTY,
1125,POINT (178.477432975 -16.625798500000002),"Bua, Northern, Viti"
1126,POINT EMPTY,
1127,POINT (-81.3749508 40.7985464),"Canton, Stark County, Ohio, United States"
1128,POINT (76.67380151512066 8.86801065),"ARD No.300 Ration Shop, Near Sub Registar Office, Kottiyam, Panvel-Kochi-Kanyakumari Road, Mylakkad, Kottiyam, Kollam, Kerala, 691571, India"
1129,POINT EMPTY,
1130,POINT EMPTY,
1131,POINT EMPTY,
1132,POINT EMPTY,
1133,POINT (121.5484102 25.0560118),"Off White, 158, 敦化北路, 松基里, 松山區, 中崙, 臺北市, 10548, 臺灣"
1134,POINT EMPTY,
1135,POINT (2.5727883 44.3513062),"Rodez, Aveyron, Occitanie, France métropolitaine, 12000, France"
1136,POINT (93.3343983 57.099061),"Минск, Красноярский край, Сибирский федеральный округ, Россия"
1137,POINT (-120.7678602 37.1641544),"Merced County, California, United States"
1138,POINT (-148.6838889 60.7730556),"Whittier, Chugach, Alaska, 99693, United States"
1139,POINT EMPTY,
1140,POINT (-117.49864254058592 33.90847205),"Center for Near Eastern Archaeology, Raley Drive, Riverside, Riverside County, California, 92515, United States"
1141,POINT EMPTY,
1142,POINT (32.4407898 54.404776),"Починковское городское поселение, Починковский район, Смоленская область, Центральный федеральный округ, Россия"
1143,POINT (-52.7126162 47.5614705),"St. John's, Newfoundland, Newfoundland and Labrador, Canada"
1144,POINT EMPTY,
1145,POINT EMPTY,
1146,POINT EMPTY,
1147,POINT (-13.6998434 9.5170602),"Conakry, Guinée"
1148,POINT (-123.1292813 49.2903749),"Coal Harbour, Downtown, Vancouver, Metro Vancouver Regional District, British Columbia, V6G, Canada"
1149,POINT EMPTY,
1150,POINT (-132.0432552 56.2045673),"Wrangell, Alaska, United States"
1151,POINT (120.9914871 14.4998222),"Parañaque, Southern Manila District, Metro Manila, Philippines"
1152,POINT EMPTY,
1153,POINT EMPTY,
1154,POINT (95.1464966 20.8596456),"My Day - Bar & Restaurant, Near Kyaukpadaung GTI, Bo Gyoke Street, ကျောက်ပန်းတောင်း, ညောင်ဦးခရိုင်, မန္တလေးတိုင်း, 05241, မြန်မာ"
1155,POINT (-70.6504502 -33.4377756),"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile"
1156,POINT (-151.258333 60.5544444),"Kenai, Kenai Peninsula, Alaska, United States"
1157,POINT EMPTY,
1158,POINT EMPTY,
1159,POINT (79.8695683 7.1433611),"The Gateway Hotel - Airport Garden - near Bandaranaike Int Airport, 234-236, Colombo - Negombo Road, 18th Mile Post Junction, Katunayake, Gampaha District, Western Province, 11450, ශ්‍රී ලංකාව இலங்கை"
1160,POINT EMPTY,
1161,POINT EMPTY,
1162,POINT (-132.826666 55.2080556),"Hydaburg, Unorganized Borough, Alaska, United States"
1163,POINT EMPTY,
1164,POINT (9.1733419 44.7648702),"Selvapiana, Fabbrica Curone, Alessandria, Piemonte, 15054, Italia"
1165,POINT EMPTY,
1166,POINT (-123.76048158456592 49.501606249999995),"Porpoise Bay, Area B (Halfmoon Bay), Sunshine Coast Regional District, British Columbia, Canada"
1167,POINT (101.4515727 0.5262455),"Pekanbaru, Kabupaten Kampar, Riau, 28141, Indonesia"
1168,POINT EMPTY,
1169,POINT (-98.9805484 41.5595723),"Valley County, Nebraska, United States"
1170,POINT EMPTY,
1171,POINT EMPTY,
1172,POINT EMPTY,
1173,POINT (-90.7195348 29.5957696),"Houma, Terrebonne Parish, Louisiana, United States"
1174,POINT (-17.03469577096939 20.9547706),"نواذيبو, ولاية داخلة نواذيبو, موريتانيا"
1175,POINT (46.7160104 24.638916),"الرياض, المالز, محافظة الرياض, منطقة الرياض, 11131, السعودية"
1176,POINT EMPTY,
1177,POINT (-74.3521799 6.503312),"Puerto Olaya, Cimitarra, Santander, Colombia"
1178,POINT (-78.6952236 26.5331996),"Hatz off, Gloucester Lane, City of Freeport, The Bahamas"
1179,POINT (25.9184499 -2.9493766),"Kailo, Maniema, République démocratique du Congo"
